position,track_index,track_id,track_name,artists,track_genre,EV_score,tempo,camelot,energy,valence,key,mode,time_signature,loudness,acousticness,instrumentalness,liveness,speechiness
127,71,6DefzsWqnwrFrmNVnJxWkS,Jo Tu Na Mila,Asim Azhar,pop,0.4765970108910739,159.68,5A,0.507,0.218,0,0,4,-5.33,0.0636,1.15e-05,0.359,0.0384
128,60,3n7RtboHPFAG1Y6CF0cIgi,Sufna Banke,Harvi,pop,0.4940122964887352,163.826,6B,0.626,0.308,10,1,4,-6.428,0.387,0.0,0.357,0.0527
129,105,3IOgP2PSCTdoAID7VmMGEh,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,Darshan Raval;Rochak Kohli;R. D. Burman,pop,0.5391940389291839,173.955,6B,0.603,0.431,10,1,4,-7.575,0.756,0.0,0.323,0.0545
130,127,0vqw3BCyNr3DDVBmjD21H8,Libaas,Kaka,pop,0.8223670366584521,159.965,6B,0.753,0.906,10,1,4,-3.112,0.543,0.0,0.12,0.0609
131,112,6zyozkRLgDlqZIUJzCwkgP,Dil Na Jaaneya,Rochak Kohli;Lauv;AKASA,pop,0.48998380236777744,131.972,6B,0.348,0.49,10,1,4,-9.457,0.594,1.45e-06,0.097,0.0434
132,100,1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,The Weeknd;Gesaffelstein,pop,0.4143098667801457,113.26,6B,0.737,0.155,10,1,4,-4.008,0.142,0.000162,0.163,0.0338
133,118,0MbP1Nr6DLXB7HFXD7QVwU,Visiting Hours,Ed Sheeran,pop,0.41483869569219883,149.609,4B,0.396,0.263,8,1,4,-6.654,0.77,0.0,0.0729,0.0336
134,131,6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,pop,0.3731690749248097,169.914,4B,0.317,0.268,8,1,3,-9.258,0.891,4.78e-06,0.141,0.0531
135,77,7hpUWaCdqgQJHTVe2hqZob,Mere Baad Kisko Sataoge (Lo-Fi),Madhur Sharma;Nusrat Fateh Ali Khan,pop,0.46051171383072304,203.983,4B,0.495,0.33,8,1,4,-8.276,0.273,0.0,0.165,0.0718
136,61,6JUQViD0hLXlvWXCV4uUF8,Chitta,Manan Bhardwaj,pop,0.458069111427002,169.93,2B,0.494,0.496,6,1,4,-9.282,0.706,0.0,0.0772,0.0536
137,76,2tGvwE8GcFKwNdAXMnlbfl,happier,Olivia Rodrigo,pop,0.3953389105615089,168.924,2B,0.443,0.338,6,1,3,-9.72,0.765,9.67e-06,0.0839,0.133
138,85,4Vrcjv4sJDfxvhaj1uWqr0,Munbe Vaa,Joshua Aaron,pop,0.3308864078309264,120.085,3B,0.407,0.22,1,1,4,-9.671,0.628,1.73e-06,0.12,0.0334
139,24,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,pop,0.431696352565279,109.891,3B,0.405,0.446,1,1,4,-5.679,0.751,0.0,0.105,0.0319
140,96,0Aqi7ArnBrGblW5T6p2jmD,Falling,Trevor Daniel,pop,0.45216718059373234,127.085,3A,0.431,0.236,10,0,4,-8.756,0.123,0.0,0.0887,0.0364
141,84,12KqDRZ0KkpLPwxd54Zz4F,Fa La La,Justin Bieber;Boyz II Men,pop,0.47022596995164384,94.489,3A,0.679,0.42,10,0,4,-8.606,0.0207,3.15e-06,0.198,0.0361
142,91,2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,One Direction,pop,0.5009190034195086,77.217,3A,0.768,0.545,10,0,4,-5.948,0.00433,0.0,0.114,0.0347
143,139,1f660M0jwz7F4qlDjTSLmO,Phulkari,Karan Randhawa,pop,0.5673217874730274,81.781,4A,0.785,0.764,5,0,4,-5.865,0.204,0.0,0.0835,0.0675
144,64,6epn3r7S14KUqlReYr77hA,Baby,Justin Bieber;Ludacris,pop,0.5757846469460264,65.043,4A,0.859,0.535,5,0,4,-5.237,0.0401,0.0,0.111,0.137
145,26,2si0ZNx4yRbggTvrIom8A2,Paniyon Sa,Rochak Kohli;Atif Aslam;Tulsi Kumar,pop,0.53911576747038,75.03,5A,0.768,0.669,0,0,4,-4.953,0.447,0.000226,0.0833,0.0566
146,111,3FbZoPzEaUBOD84l1FwFEH,Mujhe Peene Do,Darshan Raval,pop,0.15251319401159305,55.832,2A,0.334,0.175,3,0,4,-8.877,0.759,0.0,0.117,0.0332
147,35,4MyMbOaUFpcJcWdq25t0r0,Homesick,Dua Lipa,pop,0.2777984199919163,87.122,2B,0.224,0.401,6,1,5,-8.683,0.948,0.0,0.112,0.0379
148,149,1LATi1QmWT9eUWmrLi1Onk,Blue Banisters,Lana Del Rey,pop,0.11257542938514742,90.945,7B,0.114,0.172,5,1,1,-13.171,0.937,4.73e-05,0.104,0.041
149,102,0X7g825ekNNiCWWV7queDr,Mitti De Tibbe,Kaka,pop,0.7913448793465617,129.966,11A,0.853,0.794,6,0,4,-3.4,0.355,0.0,0.0896,0.159
